,id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4173,745551111952125078,West End,49.28647,-123.13773,Entire home/apt,210.0,31,0,,38,0,0,nan
4174,745558823564456340,West End,49.28457,-123.13894,Entire home/apt,213.0,31,0,,38,48,0,nan
4175,745689118912291772,Kitsilano,49.2671,-123.15752,Entire home/apt,118.0,30,0,,1,333,0,nan
4176,745735919084788615,Downtown,49.2792118,-123.1214803,Entire home/apt,150.0,30,2,0.23,1,233,2,nan
4177,745756457728595662,Downtown,49.28088,-123.12415,Entire home/apt,350.0,30,0,,2,112,0,nan
4178,746481347508197842,Dunbar Southlands,49.2539799,-123.1793229,Entire home/apt,145.0,7,20,1.49,2,281,17,23-179186
4179,746517158563361878,Hastings-Sunrise,49.28323,-123.0501,Entire home/apt,135.0,4,35,2.66,1,81,32,23-158629
4180,746649224479313723,Downtown,49.28751,-123.11652,Entire home/apt,1449.0,5,0,,30,364,0,20-108263
4181,747022138292809408,Strathcona,49.269785229393975,-123.10053143086964,Entire home/apt,103.0,1,35,2.65,134,330,31,22-694200
4182,747100539193960417,Downtown Eastside,49.28031,-123.10536,Entire home/apt,371.0,1,17,1.28,1,355,15,22-291661
4183,747156256633418043,Downtown,49.2788408,-123.107399,Entire home/apt,200.0,2,17,1.33,1,355,15,23-158671
4184,747187070772724339,Kitsilano,49.26982,-123.18107,Shared room,55.0,31,2,0.22,7,364,2,20110201
4185,747187671492658575,Kitsilano,49.2677,-123.18027,Shared room,70.0,31,0,,7,364,0,21138994
4186,747755277066169099,Downtown,49.278,-123.10719,Entire home/apt,109.0,1,66,4.9,134,0,61,23-158526
4187,747793627980294129,Shaughnessy,49.234800616318026,-123.14031603745772,Private room,,1,0,,1,0,0,22-216672
4188,747829628631559482,West End,49.27753,-123.13516,Entire home/apt,170.0,30,1,0.68,37,269,1,nan
4189,748524351823698628,Downtown,49.279211726687706,-123.12148030847312,Entire home/apt,112.0,1,71,5.26,43,125,64,23-158613
4190,748541866716038275,Victoria-Fraserview,49.21289,-123.06021,Entire home/apt,130.0,2,18,1.94,2,89,18,23-158344
4191,748601805740298369,Riley Park,49.24825,-123.09672,Entire home/apt,160.0,5,0,,1,82,0,22-157887
4192,748993882666940231,Downtown,49.28045,-123.11069,Entire home/apt,271.0,3,65,4.81,1,31,57,23-158184
4193,749164389494033357,Fairview,49.27013,-123.13507,Entire home/apt,385.0,30,0,,1,364,0,nan
4194,749265621049306621,Downtown,49.27735,-123.12876,Entire home/apt,200.0,30,3,0.59,1,159,3,nan
4195,749294924923342764,Hastings-Sunrise,49.2849837,-123.0275133,Entire home/apt,85.0,30,3,0.31,1,218,3,nan
4196,749336129773107325,Downtown,49.28983,-123.11723,Entire home/apt,2000.0,2,0,,30,364,0,20-108648
4197,749363500285804913,Kerrisdale,49.23099,-123.16156,Private room,60.0,1,76,5.7,4,0,71,23-158496
4198,749463145258836431,Marpole,49.21157,-123.14541,Private room,89.0,30,8,0.6,3,0,6,23-158658
4199,749467839685420293,Mount Pleasant,49.2595822,-123.0924196,Entire home/apt,118.0,30,8,0.64,3,111,7,nan
4200,749485983333805437,Marpole,49.21174,-123.14651,Private room,89.0,30,4,0.3,3,0,2,23-158658
4201,749547956286953697,Downtown,49.2817756,-123.1239209,Entire home/apt,144.0,30,3,0.53,1,323,3,nan
4202,749558359977837653,Downtown,49.29434,-123.13418,Entire home/apt,130.0,30,1,0.13,12,365,1,nan
4203,749558579530757304,West End,49.29253,-123.13437,Entire home/apt,130.0,30,2,0.39,12,272,2,nan
4204,749710220230060023,West End,49.28517,-123.12425,Entire home/apt,125.0,2,6,0.56,1,150,6,23-255971
4205,749925573670595678,Dunbar Southlands,49.24921,-123.18242,Private room,102.0,1,17,1.78,8,0,17,23-158471
4206,749950638711456301,Kerrisdale,49.23287,-123.16151,Private room,71.0,1,83,6.26,4,37,80,23-158496
4207,750063404491358773,Fairview,49.26772,-123.13623,Entire home/apt,133.0,30,1,0.09,1,153,1,nan
4208,750101062724820483,Downtown,49.27582,-123.11418,Entire home/apt,500.0,31,1,0.24,1,365,1,nan
4209,750296793958003198,Grandview-Woodland,49.27251,-123.07118,Entire home/apt,125.0,3,3,0.23,2,8,2,23-158558
4210,750386879949124103,Mount Pleasant,49.25866,-123.11309,Private room,63.0,30,0,,10,365,0,22-130929
4211,750394758628177930,Mount Pleasant,49.25991,-123.11321,Private room,64.0,30,0,,10,365,0,22-151398
4212,750431639233118989,Mount Pleasant,49.26012,-123.11337,Private room,59.0,30,0,,10,365,0,22-151398
4213,750441180985884681,Mount Pleasant,49.25858,-123.1115,Private room,55.0,30,0,,10,365,0,22-151398
4214,750809889952292332,Victoria-Fraserview,49.221041347900375,-123.07072343224851,Entire home/apt,150.0,4,6,1.09,2,175,6,23-246486
4215,750819793969184016,Kitsilano,49.2684061,-123.155338,Entire home/apt,140.0,30,4,0.73,1,183,4,nan
4216,750831473124850754,Grandview-Woodland,49.28074,-123.06238,Entire home/apt,113.0,30,1,0.09,1,0,1,nan
4217,751027759429899812,Kensington-Cedar Cottage,49.25227,-123.06826,Entire home/apt,74.0,3,44,3.35,1,0,41,23-158675
4218,751172685301036005,Mount Pleasant,49.25853,-123.11269,Private room,63.0,30,0,,10,365,0,22-130929
4219,751189910882177125,Mount Pleasant,49.25875,-123.11292,Private room,55.0,30,0,,10,365,0,22-151398
4220,751408343328701645,West End,49.28426,-123.12478,Entire home/apt,310.0,30,5,0.43,3,0,5,nan
4221,751423757365207825,Downtown Eastside,49.2819096,-123.0899554,Entire home/apt,146.0,1,44,3.37,1,221,40,23-163244
4222,751742278545937316,Kitsilano,49.26631,-123.16803,Entire home/apt,125.0,30,6,0.6,1,41,6,nan
4223,751818339220226361,Downtown,49.27649,-123.12142,Entire home/apt,179.0,30,0,,1,365,0,nan
4224,751987249402655115,Mount Pleasant,49.2631743,-123.0877471,Entire home/apt,150.0,4,0,,1,0,0,22-300984
4225,752929133702113082,Kerrisdale,49.2153,-123.15493,Entire home/apt,150.0,1,10,0.78,3,8,6,22-282438
4226,752968877501016387,Kitsilano,49.27281,-123.14891,Entire home/apt,195.0,3,42,3.23,1,0,39,23-158297
4227,752970831202875188,Mount Pleasant,49.2695,-123.10201,Entire home/apt,123.0,1,33,2.5,134,309,32,23-158690
4228,753111769380027991,Downtown,49.27521,-123.127,Entire home/apt,119.0,2,38,2.88,1,169,33,22-293185
4229,753158627900905049,West End,49.28145247840726,-123.13517703280418,Entire home/apt,90.0,90,2,0.25,1,82,2,nan
4230,753780999741605489,Downtown,49.27484,-123.1287,Entire home/apt,424.0,1,71,5.37,4,165,65,22-297486
4231,753809687233713202,Kerrisdale,49.2221,-123.15776,Entire home/apt,393.0,30,0,,2,108,0,21-156371
4232,753947527279759717,Downtown,49.27766,-123.12871,Entire home/apt,163.0,3,27,2.54,1,24,27,23-168073
4233,754269133259938444,Grandview-Woodland,49.27199,-123.06704,Entire home/apt,,30,8,0.65,1,0,7,nan
4234,754278773699646795,Mount Pleasant,49.2688915,-123.1012099,Entire home/apt,146.0,2,47,5.09,1,0,47,23-183087
4235,754337838073783395,Sunset,49.2156,-123.09924,Private room,86.0,2,78,6.24,1,344,77,22-303718
4236,754400122144493844,Dunbar Southlands,49.2306515,-123.1844412,Entire home/apt,,30,29,2.23,1,0,27,23-158631
4237,754474494838555627,Mount Pleasant,49.2621141,-123.0995228,Entire home/apt,105.0,30,4,0.61,43,128,4,nan
4238,754645771023055367,Downtown,49.27817,-123.12811,Entire home/apt,93.0,30,2,0.19,2,0,2,nan
4239,754652046997956433,Arbutus Ridge,49.2555,-123.15815,Entire home/apt,120.0,30,24,2.08,1,230,24,22-310893
4240,754817782255139085,Mount Pleasant,49.27059,-123.10886,Entire home/apt,128.0,2,61,4.79,1,322,59,23-158652
4241,755102000381947610,Shaughnessy,49.23494,-123.12967,Private room,64.0,30,9,0.69,10,365,6,23-168336
4242,755118462121567029,Shaughnessy,49.23627,-123.1315,Private room,92.0,30,3,0.23,10,361,1,23-168336
4243,755163507092227898,Kensington-Cedar Cottage,49.24344439999999,-123.0798252,Entire home/apt,422.0,1,0,,6,276,0,23-158371
4244,755244922233660089,Downtown,49.2787669,-123.1164824,Entire home/apt,220.0,30,0,,1,364,0,nan
4245,755395257603988261,Downtown,49.27965,-123.12071,Entire home/apt,100.0,30,4,0.34,1,149,4,nan
4246,755513219589945549,Kensington-Cedar Cottage,49.24344439999999,-123.0798252,Private room,63.0,1,3,0.26,6,304,3,23-158371
4247,755514437529904983,Kensington-Cedar Cottage,49.2424,-123.07885,Private room,87.0,1,7,0.6,6,335,7,23-158371
4248,755885807689048946,Downtown,49.27293,-123.12593,Entire home/apt,399.0,28,0,,1,364,0,22-300122
4249,755892179689281162,Kerrisdale,49.23088,-123.1628,Private room,76.0,1,61,5.81,4,0,61,23-158496
4250,755903457080295553,Marpole,49.21743,-123.13676,Private room,1437.0,3,0,,2,358,0,22-302593
4251,755916944893858507,Grandview-Woodland,49.26774590831524,-123.06795275255465,Entire home/apt,116.0,2,65,6.07,1,114,65,23-163265
4252,755921598792885202,Mount Pleasant,49.26918,-123.11403,Entire home/apt,150.0,30,5,0.5,3,99,5,nan
4253,756136220248915181,Downtown,49.2805,-123.10842,Entire home/apt,213.0,1,79,6.19,1,243,75,23-158588
4254,756658783388819997,Kitsilano,49.27484,-123.15012,Entire home/apt,185.0,3,44,3.39,1,176,42,23 - 158264
4255,756696096943594580,Downtown,49.27785,-123.10748,Entire home/apt,174.0,2,50,3.99,1,71,48,23-157909
4256,756733561202282784,Dunbar Southlands,49.23185,-123.19026,Entire home/apt,513.0,1,13,1.88,1,93,13,24-159534
4257,756871298880801904,Downtown Eastside,49.27706,-123.10042,Entire home/apt,184.0,1,4,3.0,1,0,4,23-283110
4258,757304615588117949,Grandview-Woodland,49.26546,-123.06801,Entire home/apt,150.0,2,48,3.74,1,0,44,23-163255
4259,757396269753676254,Downtown,49.27949,-123.10868,Entire home/apt,174.0,2,51,4.01,1,71,49,23-158198
4260,757429830415010252,Downtown,49.27867029479776,-123.10997584777525,Entire home/apt,267.0,1,9,0.73,6,342,8,22-167684
4261,757438711448217822,Downtown,49.28058,-123.11,Entire home/apt,256.0,1,18,1.43,6,328,16,23-262096
4262,757439896605002960,Downtown,49.27912329682261,-123.10623675037137,Entire home/apt,286.0,1,8,0.65,6,340,7,23-284359
4263,757441406060820362,Downtown Eastside,49.28084318453704,-123.10848586801649,Entire home/apt,289.0,1,25,1.94,6,337,22,23-852414
4264,757449802346817159,Downtown,49.28779,-123.1248,Entire home/apt,332.0,1,0,,6,348,0,22-167684
4265,757483779467658590,Downtown,49.2798289474608,-123.10694676700832,Entire home/apt,270.0,1,27,2.06,6,321,24,23-161309
4266,757583943098918265,Renfrew-Collingwood,49.25016640898646,-123.03415059256646,Entire home/apt,131.0,1,43,3.39,1,135,42,23-163271
4267,757607165235290838,Downtown Eastside,49.28065,-123.10889,Entire home/apt,141.0,2,67,5.13,2,0,65,22-260664
4268,758272531406854720,Downtown,49.28951,-123.12555,Entire home/apt,686.0,10,0,,30,364,0,21-290300
4269,758955165975667721,Dunbar Southlands,49.24176,-123.17875,Entire home/apt,110.0,30,0,,1,89,0,nan
4270,758959053155875338,Downtown Eastside,49.27843,-123.10064,Entire home/apt,320.0,1,26,2.2,1,348,26,22-294470
4271,759158663173702416,Kensington-Cedar Cottage,49.26013,-123.06621,Entire home/apt,350.0,3,9,0.76,2,4,9,License # 22-303740
4272,759391143392781156,Renfrew-Collingwood,49.23787,-123.03043,Entire home/apt,105.0,30,3,0.31,1,179,3,22-283606
4273,759477268573006062,Kensington-Cedar Cottage,49.25666,-123.06521,Entire home/apt,200.0,4,10,1.01,1,218,10,23-169497
4274,759581402248506780,West End,49.27695,-123.13366,Entire home/apt,200.0,2,48,3.93,1,4,48,23-157134
4275,759718085882883202,Downtown,49.2749,-123.12689,Entire home/apt,168.0,2,10,4.48,1,64,10,23-203874
4276,759767492489743203,Downtown,49.27591,-123.12616,Entire home/apt,156.0,2,54,4.51,1,79,54,23-158031
4277,760110011548479326,Sunset,49.21924,-123.10278,Entire home/apt,89.0,30,6,0.63,1,91,6,nan
4278,760143301409977262,Kensington-Cedar Cottage,49.25977,-123.06622,Entire home/apt,,2,0,,2,0,0,22-303740
4279,760162583000498021,Downtown,49.27982,-123.10658,Entire home/apt,176.0,2,56,4.35,1,158,52,23-157472
4280,760165905644551122,Downtown Eastside,49.28159778148671,-123.09842820477095,Entire home/apt,110.0,1,36,2.82,1,0,33,22-157899
4281,760425362189042292,Hastings-Sunrise,49.26353,-123.05137,Private room,,30,1,0.14,3,0,1,nan
4282,760472048315319026,West Point Grey,49.25967,-123.21482,Entire home/apt,700.0,2,21,1.81,1,287,21,24-159150
4283,760887066170611306,Kitsilano,49.27115,-123.14639,Entire home/apt,107.0,30,4,0.47,134,356,4,nan
4284,760956793737112791,West End,49.28931109013771,-123.12883551507171,Private room,160.0,1,26,4.7,1,0,26,23-248206
4285,761040236853281303,Riley Park,49.23411,-123.10403,Entire home/apt,326.0,4,40,3.1,1,0,38,23-163270
4286,761050131871302034,West End,49.2913283517079,-123.1391709276474,Entire home/apt,85.0,30,4,0.47,1,302,4,nan
4287,761612458940570654,West End,49.27739,-123.13535,Entire home/apt,170.0,30,3,0.28,37,178,3,nan
4288,761655253441074918,Kensington-Cedar Cottage,49.25654,-123.07529,Entire home/apt,67.0,30,1,0.12,37,66,1,nan
4289,761701361242156284,Downtown,49.2749061,-123.1310278,Entire home/apt,125.0,30,4,0.55,42,170,4,nan
4290,762269555352822097,Downtown,49.27318,-123.12679,Entire home/apt,160.0,28,1,0.16,1,364,1,19-909032
4291,762337352924239148,Downtown Eastside,49.27858,-123.098,Entire home/apt,82.0,30,3,0.66,1,346,3,nan
4292,762391373309595914,Downtown,49.27475,-123.12872,Entire home/apt,130.0,2,54,4.32,1,0,53,23-157679
4293,762414755931963132,Downtown Eastside,49.27907135555238,-123.09970804657884,Entire home/apt,85.0,1,65,6.23,1,56,65,23-163282
4294,762488884809510934,Marpole,49.2152048,-123.1364423,Entire home/apt,133.0,30,4,0.48,43,121,4,nan
4295,763015621951200843,West End,49.28259,-123.12597,Entire home/apt,106.0,30,0,,6,80,0,nan
4296,763209165288842160,Riley Park,49.25318,-123.09006,Shared room,135.0,1,7,0.55,19,364,6,Exempt
4297,763288277631579082,Downtown,49.2771445,-123.1245855,Entire home/apt,131.0,30,0,,1,61,0,22-225830
4298,763771104970141112,Mount Pleasant,49.26003,-123.0785,Private room,41.0,1,3,0.41,19,365,3,22-233903
4299,764443008812380227,Kitsilano,49.2581,-123.14762,Entire home/apt,131.0,5,67,5.33,3,0,65,22-186475
4300,764502518233543444,Downtown,49.27775,-123.10817,Entire home/apt,332.0,1,62,5.04,1,14,61,19-205973
4301,764819264836224906,Riley Park,49.23787,-123.10145,Entire home/apt,250.0,2,9,0.77,1,62,9,22-306722
4302,764837154875318576,Fairview,49.26444,-123.12944,Entire home/apt,,30,1,0.12,1,0,1,nan
4303,765066782982324911,Downtown,49.27382,-123.11622,Entire home/apt,140.0,30,1,0.2,1,149,1,22-216683
4304,765210232672973577,Marpole,49.21618,-123.11688,Entire home/apt,,3,2,0.17,1,0,2,22-302257
4305,765214911139064245,Renfrew-Collingwood,49.23948,-123.05672,Private room,239.0,1,3,0.54,1,89,3,Exempt
4306,765244975297761610,Mount Pleasant,49.2696151,-123.1080414,Entire home/apt,115.0,30,0,,42,182,0,nan
4307,765276367137145965,Downtown Eastside,49.2764484,-123.0994338,Entire home/apt,550.0,2,14,1.22,3,345,14,22-157921
4308,765299972595687525,Mount Pleasant,49.2646725,-123.0979372,Entire home/apt,,3,1,0.09,1,0,1,22-307026
4309,765333797111079962,Downtown,49.28219,-123.12406,Entire home/apt,257.0,3,55,4.48,1,269,54,23-158669
4310,765561051438168476,Arbutus Ridge,49.25453,-123.16994,Entire home/apt,172.0,1,45,3.8,1,0,45,23-163263
4311,765602101347249126,Renfrew-Collingwood,49.23955,-123.04397,Entire home/apt,150.0,1,7,0.81,2,354,7,23-157495
4312,765779758914382391,Marpole,49.20946,-123.14681,Private room,130.0,1,3,1.02,1,362,3,22-285184
4313,765954895505819490,West End,49.29169,-123.13299,Entire home/apt,135.0,30,0,,37,220,0,nan
4314,765956899896430102,West End,49.27888,-123.13719,Entire home/apt,145.0,30,6,0.56,37,269,6,nan
4315,766837967900868487,Downtown,49.27881,-123.10692,Entire home/apt,315.0,30,1,0.15,10,76,1,nan
4316,766856673512237484,Oakridge,49.22038,-123.11824,Entire home/apt,120.0,30,5,0.47,1,131,5,Exempt
4317,766977627250888021,Shaughnessy,49.23569,-123.15089,Entire home/apt,138.0,1,0,,3,173,0,23-278556
4318,767338748857682708,Mount Pleasant,49.26942,-123.1014,Entire home/apt,128.0,2,58,4.79,1,11,58,23-158688
4319,767427832789020233,Downtown,49.27805,-123.10679,Entire home/apt,173.0,2,56,4.52,1,0,55,23-157910
4320,767518831556485268,Downtown,49.28723,-123.12439,Private room,,20,0,,1,0,0,Exempt
4321,767706411013060405,Downtown,49.2792118,-123.1214803,Entire home/apt,145.0,2,26,2.42,1,143,26,23-179350
4322,767931870056495476,Downtown,49.2769,-123.11823,Entire home/apt,115.0,30,2,0.19,1,58,2,nan
4323,768161191646426632,Downtown Eastside,49.28035,-123.10905,Entire home/apt,86.0,2,93,7.54,4,41,92,22-167492
4324,768246743651216717,Renfrew-Collingwood,49.25333,-123.05619,Entire home/apt,109.0,30,0,,4,90,0,nan
4325,768256896387150928,Renfrew-Collingwood,49.25414,-123.05595,Entire home/apt,123.0,30,0,,4,90,0,nan
4326,768397756488891372,Riley Park,49.24004567286597,-123.10243095158285,Entire home/apt,272.0,28,0,,1,119,0,23-169200
4327,768398127667812806,Riley Park,49.2548729,-123.1044101,Entire home/apt,130.0,3,44,3.59,1,311,43,23-158521
4328,768787105434316872,Oakridge,49.23291,-123.13065,Entire home/apt,680.0,1,22,1.82,1,248,22,23-160105
4329,768889514013265639,Downtown Eastside,49.2782153,-123.0992978,Entire home/apt,896.0,3,19,1.57,1,45,19,23-163293
4330,768981690558155419,Kensington-Cedar Cottage,49.25634,-123.07715,Entire home/apt,87.0,30,3,0.28,37,77,3,nan
4331,769042162393907036,Dunbar Southlands,49.25622,-123.18689,Entire home/apt,249.0,1,54,4.38,1,0,53,22-307859
4332,769863327526995636,Oakridge,49.22140757087557,-123.12242390071862,Private room,49.0,30,2,0.32,1,362,2,nan
4333,769926196104218077,Kensington-Cedar Cottage,49.23462,-123.05973,Entire home/apt,745.0,2,14,1.25,3,151,14,23-158215
4334,770037437586709007,Downtown,49.2796404,-123.1088566,Entire home/apt,218.0,3,40,3.48,21,136,40,23-158197
4335,770274256101277325,Mount Pleasant,49.27165,-123.10641,Entire home/apt,350.0,90,0,,1,365,0,nan
4336,770277424923009605,Kitsilano,49.27220154,-123.15100098,Entire home/apt,99.0,2,59,4.81,16,0,58,23-158674
4337,770365895372702312,Downtown,49.27591,-123.12651,Entire home/apt,163.0,1,7,0.63,5,340,7,23-157997
4338,770378616796361153,Downtown,49.27575,-123.12794,Entire home/apt,131.0,1,15,1.29,5,336,15,23-157890
4339,770387973548449882,Downtown,49.27787,-123.12617,Entire home/apt,96.0,1,20,1.88,5,333,20,23-157931
4340,770394918483567312,Downtown,49.27799,-123.12667,Entire home/apt,207.0,1,8,0.7,5,301,8,23-157976
4341,771362140167826869,Downtown,49.2801011,-123.12652,Entire home/apt,171.0,1,87,7.52,2,279,87,24-159159
4342,771486907215408982,Fairview,49.25846982345838,-123.14527767262804,Entire home/apt,138.0,30,2,0.48,1,360,2,nan
4343,771736069933529857,West Point Grey,49.26418,-123.18777,Entire home/apt,135.0,2,29,2.5,1,78,29,23-158693
4344,772116670102084304,Dunbar Southlands,49.24411,-123.19671,Entire home/apt,102.0,1,71,5.77,1,0,70,23-163275
4345,772466465638442261,Fairview,49.26087,-123.14267,Entire home/apt,103.0,30,5,0.45,134,287,5,22-4343521
4346,772477907256337006,Mount Pleasant,49.26999559999999,-123.1060504,Entire home/apt,115.0,30,3,0.6,1,111,3,nan
4347,772509577038769363,Downtown,49.27705318837991,-123.12661119013111,Private room,91.0,1,53,4.86,2,45,53,23-156550
4348,772518170946106661,Fairview,49.26241,-123.14188,Entire home/apt,100.0,30,3,0.73,134,306,3,nan
4349,772541311818646343,Kitsilano,49.26662,-123.15592,Entire home/apt,98.0,30,2,0.57,134,325,2,nan
4350,772587773873520054,Victoria-Fraserview,49.21853,-123.06572,Entire home/apt,101.0,30,4,0.71,134,261,4,nan
4351,772625083598946338,Fairview,49.26055,-123.13909,Entire home/apt,113.0,2,36,3.82,1,165,36,23-178190
4352,773143001560771560,Downtown,49.2779918,-123.1187862,Entire home/apt,160.0,30,3,0.37,1,338,3,nan
4353,773216148474833083,Oakridge,49.22459,-123.12028,Private room,50.0,30,2,0.2,20,365,2,nan
4354,773244868554161175,West End,49.2841288,-123.1333351,Private room,84.0,28,0,,1,89,0,20-163548
4355,773284031902215501,West End,49.28373,-123.13628,Private room,76.0,30,4,0.51,1,116,4,nan
4356,773435863030119576,West End,49.289237342662446,-123.13206822015312,Entire home/apt,250.0,30,0,,1,83,0,814863247BC0001
4357,773503395507984171,Victoria-Fraserview,49.23019,-123.05503,Entire home/apt,82.0,1,53,4.48,2,0,53,23-168980
4358,773938556409065843,West End,49.28497947167147,-123.130277083432,Private room,36.0,30,1,0.4,1,328,1,nan
4359,773986152579469677,Kensington-Cedar Cottage,49.2454134,-123.0685798,Entire home/apt,120.0,1,22,1.86,1,330,22,23-158482
